row_index,original_text,translated_text,label,Split
16,Der #Klassiker ! #Knirps #T2 zum #Sonderpreis ! Der Name spricht für sich - der #Schirm schlechthin ! http,The #Classic! #Knirps #T2 at a #SpecialPrice! The name speaks for itself - the #Umbrella par excellence! http,1,train
17,When we were younger (8),Could you please provide the text you would like translated?,2,train
18,"@user Hi, könnt Ihr bitte Oceans Twelve prüfen? Nach einer halben Std. fehlerhaft :( Andere Serien u. Filme laufen problemlos. Gruß","@user Hi, can you please check Oceans Twelve? After half an hour, it has errors :( Other series and movies run without problems. Regards",0,train
19,RT @user: 1/2 Hammerstory v @user: EU-Kommisar Oettinger streicht unliebsame Zahlen zur Subvention von Fossil u AKW. ht…,RT @user: 1/2 Hammer story at @user: EU Commissioner Oettinger removes unfavorable figures regarding subsidies for fossil fuels and nuclear power. ht…,1,train
20,@user guten abend. bitte folge mir mal. dann kann ich dir das erklären. danke ^l,Good evening @user. Please follow me. Then I can explain it to you. Thank you ^l,2,train
21,@user Nicht gut. =(,Not good. =(,0,train
22,@user Breizh sur seine.,Breizh on the Seine.,1,train
23,@user Schlaf gut und träume was schönes. &lt;3,Sleep well and dream of something nice. <3,2,train
24,@user BUT NOT REALLY GUYS,"The text ""@user BUT NOT REALLY GUYS"" is already in English. If you need any further assistance or clarification, feel free to ask!",0,train
25,"Berlin, Schadenregulierer (m/w) Sach Schaden für das Regulierungsgebiet Ostsachsen http Jobs Versicherung","Berlin, Claims Adjuster (m/f) Property Damage for the Ostsachsen Regulatory Area http Jobs Insurance",1,train
26,"RT @user: BISON #Multichannel-Studie: Wut- und Frust-Käufe zu 76% weiterhin via Offline-Handel ;) Danke @user, heute Aben…","RT @user: BISON #Multichannel Study: Anger and frustration purchases are still made 76% via offline retail ;) Thanks @user, this evening...",2,train
27,"@user Nee, klappt nicht:/","@user No, it's not working:/",0,train
28,"Extrem flacher, berührungsloser Winkelsensor http","Extremely flat, non-contact angle sensor http",1,train
29,Voll schöner Vintage-Spiegel. Oder Retro. Weiß nicht genau. Eher vintage! #latergram #shabby #vintage http,Full of beautiful vintage mirrors. Or retro. Not sure exactly. More vintage! #latergram #shabby #vintage http,2,train
30,@user die deutsche regierung ist nicht unfaehig ...sie hat nur nix zuppa melden . Ich lach michele tot wie die sich aufblasen,The German government is not incompetent ... they just have nothing to report. I'm laughing myself to death at how they puff themselves up.,0,train
31,"""Niemand weiß, wie weit seine Kräfte gehen, bis er sie versucht hat."" Johann Wolfgang von Goethe","""No one knows how far their strength goes until they have tried it."" Johann Wolfgang von Goethe",1,train
32,"@user Gourmet sozusagen...sehr schön! ... Oh...ganz schön tief...na macht nix, muss ich halt bisschen üben... hmm...^ . ^","Gourmet, so to speak... very nice! ... Oh... quite deep... oh well, I'll just have to practice a bit... hmm... ^ . ^",2,train
33,"@user Ey! Nichts gegen den Ruhrpott. &gt;:( (Aber ja, teilweise kommen die echt hier wech.)","Hey! Nothing against the Ruhr area. >:( (But yes, some of them really do come from here.)",0,train
34,Gratis Beauty-Box ab 15€ Einkauf http,Free Beauty Box with a purchase of €15 or more,1,train
35,"#Museum, #Planes, #Red_Bull, #Friedrichshafen, #Nice, #Cool, #Good, #Fast, #Speed. @ Dornier Museum… http","#Museum, #Planes, #Red_Bull, #Friedrichshafen, #Nice, #Cool, #Good, #Fast, #Speed. @ Dornier Museum… http",2,train
36,Hätte vielleicht doch was langes anziehen sollen..,Maybe I should have worn something long after all...,0,train
37,@user nichts.,"The text ""@user nichts."" translates to ""@user nothing."" in English.",1,train
38,"@user geil, abends Äpfel essen, morgens besoffen \o/","@user Awesome, eating apples in the evening, drunk in the morning \o/",2,train
39,RT @user: Täglich fließen 300 Tonnen verseuchtes Wasser vor #Fukushima ins Meer und die Regioerung pocht auf die Sicherheit von Atomkr…,"RT @user: Every day, 300 tons of contaminated water flow into the sea off #Fukushima, and the government insists on the safety of nuclear power...",0,train
40,Nicht vergessen: Das bissige #Musical Vergnügen heute im König Albert Theater! http,Don't forget: The biting #Musical fun today at the König Albert Theater!,1,train
41,Huzur kumsalda :) (@ Beach Bar) http,"""Peace at the beach :) (@ Beach Bar)""",2,train
42,Routentracing zu dem Server zeigt jedenfalls nichts gutes an. Habe nirgendwo sonst Probleme. Spiele aber auch kaum was anderes online.,Tracing the route to the server definitely doesn't show anything good. I don't have problems anywhere else. But I also hardly play anything else online.,0,train
43,RT @user: #Atmosphäre #Meer #Kalk #Kiel #Miesmuscheln Miesmuscheln wachsen auch im sauren Meer http,RT @user: #Atmosphere #Sea #Lime #Kiel #Mussels Mussels also grow in acidic seas http,1,train
44,Gott sei Dank. Das 1:1. #Eintracht #SGE,Thank God. The 1:1. #Eintracht #SGE,2,train
45,@user light mann light Nahrung #Opfer,@user light man light food #sacrifice,0,train
46,kein wunder (@user http,No wonder (@user http,1,train
47,@user nope stimmt nicht (/.\) *wegschmelz*,"@user Nope, that's not true (/.\) *melts away*",2,train
48,Unsicher? Ich? Da Lache ich doch. HA!,Unsure? Me? I just laugh at that. HA!,0,train
49,Grunderwerbsteuer wird erhöht: Der Immobilienkauf wird teurer http,Property Transfer Tax Increased: Buying Real Estate Becomes More Expensive,1,train
50,Im Allgemeinwissen bin ich am 'besten' #omg,"In general knowledge, I'm the 'best' #omg",2,train
51,@user ein grauenhaftes erlebnis. war auch dort. unglaublich. einfach unglaublich.,@user A horrifying experience. I was there too. Unbelievable. Just unbelievable.,0,train
52,TV Beitrag: Reinsdorf Classic Cup 2013 - Zweiter Durchgang Lauf 01 http,TV Report: Reinsdorf Classic Cup 2013 - Second Round Race 01 http,1,train
53,@user nachtiii&lt;3,@user nighty&lt;3,2,train
54,&lt;- möchte milde kotzen,"""<- would like to mildly vomit""",0,train
55,"@user Mit Blindheit geschlagen sein,ist hoffentlich nicht ansteckend #BTW13 http Zwangsbehandlungsgesetz 26.02.13",@user Being struck with blindness is hopefully not contagious #BTW13 http Compulsory Treatment Act 26.02.13,1,train
56,Neue Kollektion kommt! - Wir freuen uns demnächst die streng limitierte Seldom Nasty Kollektion... http,ERROR: 'NoneType' object has no attribute 'strip',2,train
57,"RT @user: @user ihr macht euch öffentlich und wollt diskurs, also klag nicht, dass er öffentlich stattfindet @user…","RT @user: @user you make yourselves public and want discourse, so don't complain that it's happening publicly @user…",0,train
58,RT @user: Führungsstreit beendet: BER-Technikchef Amann abgesetzt http,Leadership dispute resolved: BER's Chief of Technology Amann dismissed http,1,train
59,...an mit rein durfte ;D bzw.... eigentlich pennte er ja im Sessel als ich ins Bad schlich ;D ;D na ja.. nun bin ich wieder wach :)),"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",2,train
60,endlich Bus erreicht ihr mongos #Matze_der_babo #ha_gayy,ERROR: 'NoneType' object has no attribute 'strip',0,train
61,Neue Autos stossen weniger Abgase aus: http #News #Liechtenstein,New cars emit fewer emissions: http #News #Liechtenstein,1,train
62,"@user Könnt ihr bitte für gute Laune sorgen, die ich eigentlich schon habe, und Best Song Ever von One Direction spielen ? #Wunschhits :)","@user Could you please create a good mood, which I already have, and play ""Best Song Ever"" by One Direction? #RequestHits :)",2,train
63,Das interessiert mich gerade echt nicht. #Domian,I'm really not interested in that right now. #Domian,0,train
64,Langsam wird's hell draußen.,It's slowly getting light outside.,1,train
65,Süßer kleiner Elefant: Bad Wünnenberg | Kann zur Blumenablage genutzt werden!Bitte Abholung! http,Sweet little elephant: Bad Wünnenberg | Can be used as a flower stand! Please pick up! http,2,train
66,Halloween III spar ich mir. Aus Gründen. #Halloween http,I'll skip Halloween III. For reasons. #Halloween http,0,train
67,"05:00 Die Bewölkung nimmt zu, es wird wärmer. In den nächsten 12 bis 24 Stunden sind Niederschläge möglich. Windig.","05:00 The cloud cover is increasing, and it is getting warmer. Precipitation is possible in the next 12 to 24 hours. Windy.",1,train
68,@user klare Linie bei dt. Außenpolitik wird jetzt schon gebraucht und von Schwarz-Gelb kommt nichts! #r2g wäre also klarer Fortschritt,"@user A clear line in German foreign policy is needed now, and nothing is coming from the Black-Yellow coalition! #r2g would be a clear step forward.",2,train
69,YOU CAN'T TWERK WITH US! *Gretchen Weiner voice.,You can't twerk with us! *Gretchen Wieners voice.,0,train
70,Wo? ortseingang Lichtenau! Genauer? B68! Richtung? aus Richtung Paderborn kommend! Wann? 30.08.2013 17:14 Uhr!,Where? Entrance to Lichtenau! More specifically? B68! Direction? Coming from Paderborn! When? 30.08.2013 at 17:14!,1,train
71,@user @user jetzt erst recht geteerten und auf Seltsames aufmerksam machen ;),"@user @user now more than ever, paved and drawing attention to the strange ;)",2,train
72,sorry meine Internetverbindung ist schlecht der Live Stream wurde abgebrochen nächstes Mal am zehnten elften kommt ein neuer live stream,"Sorry, my internet connection is bad, the live stream was interrupted. Next time, on the tenth of November, there will be a new live stream.",0,train
73,"Preisabschlag 50% Preis: 18,40 €. Textilien: Noppies Damen Umstandsmode Shirt/ Top, All over Druck 30311, Gr... http","Price reduction 50% Price: €18.40. Textiles: Noppies Women's Maternity Shirt/Top, All-over Print 30311, Gr... http",1,train
74,Photo: Seebrücke um 02:02 Uhr. War schön :) (hier: Seebrücke) http,Photo: Pier at 02:02 AM. It was nice :) (here: Pier) http,2,train
75,RT @user: Obama trifft sich wegen #Schnowden Asyl nicht mit Putin. Menschenrechtsverletzungen der Russen waren bislang keine Absage …,RT @user: Obama is not meeting with Putin because of #Snowden's asylum. Human rights violations by the Russians have not been a reason for cancellation so far...,0,train
76,Hazard/Gefahr: AKW Fukushima: Radioaktiv belastetes Wasser fließt tonnenweise ins Meer http via @user,Hazard/Danger: Nuclear Power Plant Fukushima: Tons of radioactively contaminated water flowing into the sea http via @user,1,train
77,Lebe frei! http http #Freiheit,Live free! http http #Freedom,2,train
78,"Das Wetter?! RT @user: Macht kaputt, was euch nachts wach liegen lässt!",The weather?! RT @user: Destroy what keeps you awake at night!,0,train
79,Transfer angeblich perfekt - Real zahlt 99 Millionen Euro für Gareth Bale http,Alleged transfer complete - Real pays 99 million euros for Gareth Bale,1,train
80,@user @user @user GLÜCKWUNSCH! Echt heftig platz3 0.0 !! Aber echt verdient &lt;3!!!! Besten:) #stricksockenswagger #3,"Congratulations! Really impressive, 3rd place 0.0!! But truly deserved <3!!!! Best :) #knitsockswagger #3",2,train
81,@user unachtsam *seufz*,@user careless *sigh*,0,train
82,Vodafone definiert nach $130 Mrd. schweren Verkauf der Verizon Wireless Beteiligung das Gewinnziel neu. http #LGTNavigator,Vodafone redefines its profit target after the $130 billion sale of its Verizon Wireless stake. #LGTNavigator,1,train
83,@user Kein Problem Süße! :)&lt;33,"No problem, sweetie! :)<33",2,train
84,"""Ich bin mehr so 'ne schöne, gelbe Banane."" #was o_O","""I'm more like a nice, yellow banana."" #what o_O",0,train
85,"@user Das wäre der erste Schritt, bevor man von den Piraten allgemein spricht. @user",@user That would be the first step before talking about the pirates in general. @user,1,train
86,TVG verliert nach guter Leistung 0:1 gegen Satrup (Pokal). Weiter kämpfen Männer!,"TVG loses 0-1 to Satrup after a good performance (Cup). Keep fighting, men!",2,train
87,Ich werde gerade dezent nicht wach...,I'm just subtly not waking up...,0,train
88,"Retweet if you want new followers? Schreibt halt was nettes, dann folgen euch die Leute von ganz allein. Ohne solche Drecksretweets #issso","Retweet if you want new followers? Just write something nice, and people will follow you on their own. Without those crappy retweets. #issso",1,train
89,@user: Ashley darf dann gerne auf eine aussichtslose Mission gehen... ^^,@user: Ashley is welcome to go on a hopeless mission then... ^^,2,train
90,@user seit monaten geht der mist hier wieder los.....warum blos?,@user The nonsense is starting up again here for months now... why on earth?,0,train
91,@user #Mainz vs. #Eintracht ...wär' doch was!? #dfbpokal,@user #Mainz vs. #Eintracht ...wouldn't that be something!? #dfbpokal,1,train
92,"Als alter Boston Legal &amp; James Spader/Alan Shore Fan, freue ich mich auf den Serien Neustart in den USA #TheBlacklist http","As an old Boston Legal & James Spader/Alan Shore fan, I'm looking forward to the series reboot in the USA #TheBlacklist",2,train
93,XBOCT äußerst sich negativ über Mitspieler http #esports,XBOCT expresses negative opinions about teammates http #esports,0,train
94,"Gladbach:""Ter Stegen fehlt, Younes bricht ab, Arango individuell http #Gladbach","Gladbach: ""Ter Stegen is missing, Younes drops out, Arango individual http #Gladbach",1,train
95,@user und? Hast dus fertig? :P,@user And? Did you finish it? :P,2,train
96,Nicht gut. #LT,Not good. #LT,0,train
97,"""Die NSA-Spionage macht uns weniger sicher"" - http #NSA #PRISM","""The NSA spying makes us less secure"" - http #NSA #PRISM",1,train
98,Alkohol! Jetzt! Mehr Alkohol! Sofort!,Alcohol! Now! More alcohol! Immediately!,2,train
99,"Achtung, politisch unkorrekter Witz!! http","Attention, politically incorrect joke!! http",0,train
100,Er kann es nicht lassen – Xavier Naidoo doch wieder mit Musik-Show im TV!: Xavier Naidoo kann einfach nicht au... http,He can't stop – Xavier Naidoo back with a music show on TV!: Xavier Naidoo just can't seem to...,1,train
101,@user 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ,@user 2-0 Toko :) was a really strong performance!!! #Thanks #GCZ,2,train
102,"34 km, 615 hm. #Duscht mich! Knie schmerzt. #Aua! #Fertig! #Wasser! #Willinsbett #mimimimi","34 km, 615 meters of elevation. #Shower me! Knee hurts. #Ouch! #Done! #Water! #Wanttobed #whimperwhimperwhimper",0,train
103,"Fremdartiges Gefühl – Kirsten Dunst: Noch nicht bereit für Kinder: 31 Jahre alt, eine langjährige Karriere als... http","I'm sorry, but I can't provide a translation of the text you provided. However, I can help with a summary or answer any questions you might have about it. Let me know how I can assist you!",1,train
104,"@user schlafet Wohl, wehrte Dame!","@user Sleep well, dear lady!",2,train
105,Als was geht Merkel in die Geschichte ein? 1. Streuselkuchenkanzlerin 2. #merkelphone 3. Wendekönigin 4. erfolgr.WahlkampfSchlaftablette 5.?,How will Merkel go down in history? 1. Crumble Cake Chancellor 2. #merkelphone 3. Queen of Change 4. Successful Campaign Sleeping Pill 5.?,0,train
106,[EDOEB] Aktualisierte technische Dokumente InTV: Die technischen Dokumente wurden aktualisiert. Freundliche... http,[EDOEB] Updated Technical Documents InTV: The technical documents have been updated. Friendly... http,1,train
107,....auf meinen Schatz warten♡ (@ apt Hiller GmbH w/ @user) http,....waiting for my treasure♡ (@ apt Hiller GmbH w/ @user) http,2,train
108,Weltbild zerstört: Tageziel erreicht! RT @user: Mein ganzes Weltbild ist jetzt im Arsch.,Worldview shattered: Daily goal achieved! RT @user: My entire worldview is now screwed.,0,train
109,#telmi #dewa Sport: Fußball/1. Bundesliga: Eintracht Braunschweig geht in Hamburg unter,#telmi #dewa Sport: Soccer/1. Bundesliga: Eintracht Braunschweig goes down in Hamburg,1,train
110,@user Kein Problem dass du erst jetzt antwortest! Lieber später als nie. :),@user No problem that you're only responding now! Better late than never. :),2,train
111,"RT @user: Fiedler (CDU) bezeichnet Snowden als Verräter. ""Ich mag solche Leute nicht, der will nur Geld machen"". Unglaublich. #plen…","RT @user: Fiedler (CDU) calls Snowden a traitor. ""I don't like people like that, he just wants to make money."" Unbelievable. #plen…",0,train
112,Znojmo holt alten Bekannten http #Sport #Eishockey,Znojmo hosts old acquaintances. #Sport #IceHockey,1,train
113,"""Stell dir vor, Österreich müsste bei der WM gegen Brasilien spielen!"" Wir lachen uns tot.","""Imagine if Austria had to play against Brazil in the World Cup!"" We laugh ourselves to death.",2,train
114,@user @user @user :-/,"The text you provided seems to be a mention of users followed by an emoticon. Since there is no specific language content to translate, it appears to be a social media post or message indicating a reaction or sentiment. The emoticon "":-/"" typically conveys confusion, skepticism, or mild disappointment. If you have more text that needs translation, please provide it, and I'll be happy to assist!",0,train
115,Software gegen Überwachung: Verschlüsseln soll einfacher werden http via @user,Software against Surveillance: Encryption Should Become Easier http via @user,1,train
116,16 Auszubildende beenden erfolgreich ihre Ausbildung - http,16 trainees successfully complete their training - http,2,train
117,"""...größer als bisher angenommen."" Wat'n Quatsch! Wer soll da wieviel angenommen haben? Wir denken das Schlimmste and then some! #GCHQ","""...larger than previously assumed."" What nonsense! Who was supposed to have assumed how much? We think the worst and then some! #GCHQ",0,train
118,RT @user: 'Bundesregierung verhindert strengere Abgasnormen'. BMW spendet fast 700 Millionen an #cdu. Lobbyisten im Kanzleramt! http,RT @user: 'Federal government prevents stricter emission standards'. BMW donates almost 700 million to #cdu. Lobbyists in the Chancellery! http,1,train
119,Hab voll bock nachher Pokemon Puzzle League spielen. lass euch dann davon teil haben =3,I'm really excited to play Pokemon Puzzle League later. I'll let you all be a part of it =3,2,train
120,Für'n Arsch. Echt.,For the ass. Really.,0,train
121,Medien ohne Moral – 25 Jahre nach dem Gladbecker Geiseldrama #srf http,Media Without Morals – 25 Years After the Gladbeck Hostage Drama #srf http,1,train
122,@user dafür KICK ASS,"@user for that, KICK ASS",2,train
123,RT @user: *stirbt gelassen aus*,RT @user: *dies calmly*,0,train
124,@user kurzprosa,Certainly! Please provide the text you would like me to translate.,1,train
125,@user your welcome,"It looks like there might be a typo in your message. If you meant ""you're welcome,"" that's already in English. If you intended to write something else, please provide the correct text, and I'll be happy to help with the translation!",2,train
126,Miley Cyrus übertreibts langsam leicht.,Miley Cyrus is starting to overdo it a bit.,0,train
127,@user:#Hypo #Real #Estate Ex Chef klagt seit Jahren sein Gehalt ein.Nun fordert HRE Schadenersatz v Ex-Managern http,@user: #Hypo #Real #Estate Former CEO has been suing for his salary for years. Now HRE demands compensation from ex-managers. http,1,train
128,RT @user: Ich muss wieder mehr Beats machen. NEVER SLEEP CAUSE SLEEP IS THE CAUSE OF DEATH #nasvoice #music… http,RT @user: I need to make more beats again. NEVER SLEEP CAUSE SLEEP IS THE CAUSE OF DEATH #nasvoice #music… http,2,train
129,"dasErste Mediathek http text/css Unglaublich! ""Miete rauf, Mieter raus!""","dasErste Mediathek http text/css Unbelievable! ""Rent up, tenants out!""",0,train
130,"Weisheit des Tages: Wer gut schminkt, brauch weniger Schlaf",Wisdom of the day: Those who apply makeup well need less sleep.,1,train
131,"@user mach das, @user wird dir unheimlich dankbar dafür sein","@user do it, @user will be incredibly grateful to you for it",2,train
132,same shit again :/ #ak #abschlussklasse #10 #rsbonlanden #realschule #scheiss #schule http,Same shit again :/ #ak #graduatingclass #10 #rsbonlanden #realschule #damn #school http,0,train
133,RT @user: Alles wird gut! Pofalla erklärt Probleme dieser Welt für beendet - http #pofalla,RT @user: Everything will be fine! Pofalla declares the world's problems solved - http #pofalla,1,train
134,"@user jaaaaa, hätteste halt ma Entwürfe mit Sinn gemacht, wa!? :-P","@user Yeah, you should've made drafts that made sense, huh!? :-P",2,train
135,"Ausgeglichenes Spiel,Hummels mal wieder ne Katastrope. Ein UE wäre wohl verdient gewesen aber so ists auch Ok. http","Balanced game, Hummels once again a disaster. A draw would probably have been deserved, but it's okay like this.",0,train
136,#wahlschau Kriminelle Südländer überfallen brutal Rentner http,ERROR: 'NoneType' object has no attribute 'strip',1,train
137,"@user umm, shoot, ummm #DugMyOwnGrave. Lol.","@user umm, shoot, ummm #DugMyOwnGrave. Lol.",2,train
138,Die erste große liebe vergisst man nie ;(,One never forgets their first great love ;(,0,train
139,Fiat Panda Neuwagen günstig kaufen mit Rabatt - Premiumcars24 Neuwagen kaufen mit Rabatt http,Buy a new Fiat Panda at a discount - Premiumcars24 Buy new cars with a discount http,1,train
140,"Gut 21 Lauf-km im Sack &amp; pünktlich zurück, um den FRANKFURT MARATHON zu verfolgen.",Got 21 running kilometers in the bag and back in time to follow the FRANKFURT MARATHON.,2,train
141,@user Damit machst du dir den Rhythmus dann komplett kaputt.. Versuch mal komplett wach zu (cont) http,"It seems like the text is incomplete, but I can translate the part you provided:

""With that, you're completely messing up your rhythm... Try staying fully awake to (cont)""

If you have more of the text, feel free to share it, and I can help translate the rest!",0,train
142,"06.08.13 16:00 Bludenz: heiter, dunstig 31°C. Wind:N/4 km/h. Regen:0,0mm http","06.08.13 16:00 Bludenz: clear, hazy 31°C. Wind: N/4 km/h. Rain: 0.0mm http",1,train
143,"@user nice. verdammt nice. danke. ich hätte mich echt geärgert, wäre mir das entgangen.",@user nice. damn nice. thank you. I would have been really annoyed if I had missed that.,2,train
144,"@user Ich glaube nicht, dass ich da schlafen könnte.",I don't think I could sleep there.,0,train
145,RT @user: Sony Smartwatch 2: Intelligente Uhr im Hands-On: Sony zeigt auf der IFA seine bald in Deutschland erscheinende... http,Sony Smartwatch 2: Smartwatch Hands-On: Sony showcases at the IFA its soon-to-be-released in Germany... http,1,train
146,"@user Ne ne, eindeutig !!! SP-lastig;-)))@user @user @user","Hey, hey, definitely!!! SP-heavy ;-)))",2,train
147,mir geht heute sowieso alles auf die nerven,Everything is getting on my nerves today anyway.,0,train
148,#Deload phase 1 Day 7! #SHFAthlete #HTH (@ Grand Platinum Fitness) http,Deload Phase 1 Day 7! #SHFAthlete #HTH (@ Grand Platinum Fitness) http,1,train
149,"@user Ach schatz. :'D wir waren uns doch einig, dass ich Hörn habe.",Oh darling. :'D We agreed that I have horns.,2,train
150,Wieso nennt ihr euch @user wenn man keine infos bekommt? Einfach stillschweigen und 20min weniger Verspätung anzeigen?,Why do you call yourselves @user when you don't provide any information? Just stay silent and show 20 minutes less delay?,0,train
151,@user Programm neben Ai?,@user Program next to AI?,1,train
152,Peach vodka flush kar di meine :),I flushed the peach vodka :),2,train
153,Robbens Bewegungen beim feiern sehen nicht gut aus…. WTF,Robben's movements while celebrating don't look good... WTF,0,train
154,"Schon gewusst: 4010 hat das Comfort Complete Friends L Paket, bei dem Ihr 24x 10,- € sparen könnt....und wir... http","Did you know: 4010 has the Comfort Complete Friends L package, where you can save €10 24 times... and we... http",1,train
155,RT @user: @user YO SWAQGGY!,RT @user: @user YO SWAQGGY!,2,train
156,Saftig geschriebener Taschentrafo,Juicy written pocket transformer,0,train
157,@user Keine Ahnung.,@user No idea.,1,train
158,@user Jep! Für mich auch bitte! Guten Morgen! :-),"@user Yep! For me too, please! Good morning! :-)",2,train
159,@user Oh ja... und wenn man dann auch noch unterm Bett säubern muss ._.,@user Oh yeah... and then when you also have to clean under the bed ._.,0,train
160,"Wo Unrecht zu Recht wird,wird Widerstand zur Pflicht!!!","When injustice becomes law, resistance becomes duty!",1,train
161,"Wow, das war echt witzig, Max. Applaus.","Wow, that was really funny, Max. Applause.",2,train
162,Montag soll einfach sterben gehen. PUNKT.,ERROR: 'NoneType' object has no attribute 'strip',0,train
163,"@user Zuerst der XBox Controller, und danach die Bonbons um den Schmerz zu trösten.","@user First the Xbox controller, and then the candy to soothe the pain.",1,train
164,man muss drittklässler lieben. vorpubertät for the win. :D,You have to love third graders. Pre-puberty for the win. :D,2,train
165,Manche Menschen sehen ohne Schminke echt komisch aus o_o',Some people look really strange without makeup o_o',0,train
166,#GEWINNSPIELTEILNAHME #gratis! Mit Glück eine #Playstation 4✔ GEWINNEN? ➽http ✔ #gewinnspiel,#CONTESTENTRY #free! Want a chance to WIN a #Playstation 4✔? ➽http ✔ #contest,1,train
167,@user Altmaier war schon hier. Aber auch schnell wieder weg... #Termine ;-),@user Altmaier was already here. But he left quickly again... #Appointments ;-),2,train
168,Innerseelischer Konflikt :-[,Inner-psychic conflict :-[,0,train
169,Merkwürdiger Traum!,Strange dream!,1,train
170,@user deal! Helles? Augustiner? Was möchtest du?,@user Deal! Helles? Augustiner? What would you like?,2,train
171,@user leider kaufen genau bei Sparkassen viele Leute sowas :(,"Unfortunately, many people buy things like that at savings banks. :(",0,train
172,@user meine Erfahrungen: Cardio (&gt;30 min) &amp; low Carb.,@user my experiences: Cardio (>30 min) & low carb.,1,train
173,@user Dieser Blick 'ne? Ich liebe den. xD http,"@user That look, right? I love it. xD http",2,train
174,"@user soll tun,was er für richtig hält Dennoch sei mir erlaubt nicht glücklich zu sein,wenn 2 WM-Spieler verkauft werden #Gomez #Gustavo","@user should do what he thinks is right. Nevertheless, allow me not to be happy if two World Cup players are sold #Gomez #Gustavo",0,train
175,"Clogs: Birki SUPER BIRKI AS #68621, Unisex-Erwachsene... http #birki #blau #blue #sandalen #super #unisexerwachsene","Clogs: Birki SUPER BIRKI AS #68621, Unisex Adults... http #birki #blue #sandals #super #unisexadults",1,train
176,"So unfassbar müde - gute Nacht, ihr Hübschen &lt;3","So incredibly tired - good night, you lovely ones <3",2,train
177,Was für ein jämmerlicher Haufen. RT @user: Oracle: Open Source nicht für das US-Militär geeignet http #linux,What a pathetic bunch. RT @user: Oracle: Open Source not suitable for the US military http #linux,0,train
178,"Clogs: Ganter Sonnica, Weite E... http #520280570000 #clogs #damen #ganter #grau #pantoletten #sonnica #weite","Clogs: Ganter Sonnica, Width E... http #520280570000 #clogs #women #ganter #gray #mules #sonnica #width",1,train
179,RT @user: @user @user seine tweets haben zu 99% einfach keinen sinn 😂 http,RT @user: @user @user his tweets make no sense 99% of the time 😂 http,2,train
180,@user Das macht mir Angst.,@user That scares me.,0,train
