row_index,original_text,translated_text,label,Split
37,Man is doing like a man does ... ,"The text ""Man is doing like a man does ..."" is already in English. If you have a different text in another language that you would like translated, please provide it, and I'll be happy to help!",1,train
38,aese mat bol yar kuch aisa kar k dikha k tere parents khud khe k ye hmari beti h . ,"Don't just talk, friend. Do something that makes your parents proudly say, ""This is our daughter.""",2,train
39,sophia grace and rosie: we know one of your songs !  !  the sun comes down na na na na @someUSER http/URL,Sophia Grace and Rosie: We know one of your songs! The sun comes down na na na na @someUSER http/URL,0,train
40,#entrepreneur #angelinvestor pitch in on the new birthday party / super bowl sunday treat http/URL,#entrepreneur #angelinvestor contribute to the new birthday party / Super Bowl Sunday treat http/URL,1,train
41,Kaha par hai,"""Where is it?""",2,train
42,@someUSER perhaps they want a 3rd choice hahaha !  like ben amos at #mufc,@someUSER maybe they want a third option hahaha! Like Ben Amos at #mufc,0,train
43,good news he is going to be father,"Good news, he is going to be a father.",1,train
44,Yar ashu tm had par kr rhe ho. Plz bs kr yr. . .itna nonsense mt bolo,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': True, 'detected': True}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",2,train
45,agn d so cld LYF n itz tricks ... #fedupvdit ,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': True, 'detected': True}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
46,Han dhund ra hu k db ka default passed kya h ,I am searching for what the default passed value of db is.,1,train
47,sir orissa pe kavi aao na.plz...,"Please come to Orissa, sir.",2,train
48,dilli yeh #aap ne kya kiya? #delhidecides #delhielections,"Delhi, what have you done? #DelhiDecides #DelhiElections",0,train
49,@fully_fundoo koi engineer thali baitha ho to mujhe ye bata do bhai ki ye 10 wale recharge me kitne milenege #unionbudget2015 #sabkabudget,"If any engineer is sitting with a plate, please tell me, brother, how many will I get in this 10 recharge? #unionbudget2015 #everyone'sbudget",1,train
50,Mare favroute sallu vi...,My favorite is also Sallu...,2,train
51,Tera post aur madhur bhandarkar ki movies ek jaisi hai .. a good one but noone will apprehend ... ,"Your post and Madhur Bhandarkar's movies are alike... a good one, but no one will understand...",0,train
52,supperrb salman khan..,Superb Salman Khan..,1,train
53,this is fake news shame on you media usa how much given you money blady media  .  .  .  .  .  .  . ,"This is fake news. Shame on you, USA media. How much money have they given you, bloody media...",2,train
54,sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,"The text translates to:

""Sir, when is the sequel to 'Wanted' coming? Sir, after 'Tere Naam', after 'Wanted', after 'Dabangg', now 'Bajrangi Bhaijaan'.""",0,train
55,kahan kahan memory se khod laate ho guddu bhai,"Where do you dig up memories from, Guddu Bhai?",1,train
56,Jis jis ko MH ki full form pta hai thoko like  p  D ,"If you know the full form of MH, hit like.",2,train
57,"roz is waqt chipkte hai biwi se ,  aaj chipke hue hai tv se .  .  . aayyiiii","Every day he clings to his wife, but today he's glued to the TV... aayyiiii",0,train
58,naye patakhe kharid lo yaar ye purane bomb to fuss ho gye h ab tak .  .  .  .  . ,"Buy some new firecrackers, my friend. These old ones have become duds by now...",1,train
59,Bade dhayan se dekh rahe ho,You're watching very attentively.,2,train
60,i am bigg fan of salman khan iam pakistani love love uuuu salman khan,"I am a big fan of Salman Khan. I am Pakistani. Love, love youuuu Salman Khan!",0,train
61,kaise ho ,How are you?,1,train
62,anna ji aap agar sath aaye dilli nahni valki hindustan ko bjp aur congress mukt kar dengei,"Anna ji, if you come along, we will not only free Delhi but also India from BJP and Congress.",2,train
63,just touched down in a practically balmy london. helsinki was fun as ever. last night we saw shamitabh. fun movie with parts shot in finland,Just landed in a practically balmy London. Helsinki was as fun as ever. Last night we watched Shamitabh. A fun movie with parts filmed in Finland.,0,train
64,friends ap roj 500 rupees apko free milega,"Friends, you will get 500 rupees free every day.",1,train
65,Did da big bash thing work ? Try big bear hug ? Dat stuff my friend never fails ;) ,"Did the big bash thing work? Try a big bear hug? That stuff, my friend, never fails ;)",2,train
66,my xbox live ends tomorrow :( mw3 and gears3 all day !  hit me up ! ,My Xbox Live ends tomorrow :( MW3 and Gears 3 all day! Hit me up!,0,train
67,Toh seekh leta chalana ,Then learn to drive.,1,train
68,akhil sharma chk this out,"The text ""akhil sharma chk this out"" is already in English. It appears to be a casual message suggesting that someone named Akhil Sharma should check something out.",2,train
69,"@gurmeetramrahim msg movie teaches to walk on right path in life ,to serve the poor people #blockbustermsg",The @gurmeetramrahim MSG movie teaches us to walk on the right path in life and to serve the poor people. #blockbustermsg,0,train
70,Ap ab fresh mind se ho? ,Are you of a fresh mind?,1,train
71,#delhidecides:this is definitely our #photooftheday after the #aapstorm yesterday! for more- http://t.co/omiztklncu http://t.co/ajrse5evmy,#delhidecides: this is definitely our #photooftheday after yesterday's #aapstorm! For more - http://t.co/omiztklncu http://t.co/ajrse5evmy,2,train
72,"bola hai admin  ,  aankhe kholo duites  ,  know the all facts","The admin has said, open your eyes, duties, know all the facts.",0,train
73,Apki movie me sbko bolna hai jai siya ram tab eed manegi acchi...,"In your movie, everyone has to say ""Jai Siya Ram,"" then Eid will be celebrated well...",1,train
74,"Salman sir evry1 says m ur die heart fan, ,bt m ur huge huge huge huge huge huge crazy crazy die heart fan of urs","Salman sir, everyone says I'm your die-hard fan, but I'm your huge, huge, huge, huge, huge, huge, crazy, crazy die-hard fan.",2,train
75,Ye kya bomb dikha Rahe ho ,What kind of bomb are you showing?,0,train
76,meri mummy jb bhi kohra dekhti h tb kehti h cap pehno us pr mufler daalo n inner pehno fir sweater us jacket n socks n thermal pyjama .  .  .  .  .  . n i always used to say - ni mummy thand ni lg rhi h .  .  .  . n ske keeps putting clothes on me .  .  .  .  .  . luv u mom .  .  .  . ,"Whenever my mom sees fog, she says to wear a cap, put on a muffler, wear an inner layer, then a sweater, then a jacket, and socks, and thermal pajamas... and I always used to say - no mom, I'm not feeling cold... and she keeps putting clothes on me... love you mom...",1,train
77,"niggas boutta be droppin like flies down georgetown tomorrow  ,  you wont catchh me there  ! ","ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': True, 'severity': 'high'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",2,train
78,"ab jindagi mai kabhi bhi ""dettol dettol dettol"" sununji, bc sirf #indvspak yaad aayega.","Whenever I hear ""dettol dettol dettol"" in my life now, damn, I'll only remember #indvspak.",0,train
79,Uske liye b koi to ladka hoga na ,"There must be some guy for her, right?",1,train
80,m bhi  .  .  . m bhi .  .  .  katai chipak gya jabrang tareeke se,I also... I also... got completely stuck in an intense way.,2,train
81,"kya yar ,  happy new year dekhao naa","Hey buddy, show me Happy New Year, please.",0,train
82,anna je bhi fix ho gye h,Anna has also been fixed.,1,train
83,aaj border star group par aur tirangaa zee cinema par aani chaahiye .  .  .  .  .  :p,"Today, ""Border"" should come on Star Group and ""Tirangaa"" should come on Zee Cinema... :p",2,train
84,"harden got 25pts in the 3rd .  damn ,  maybe lin and harden can get my rockets to the playoffs . ","Harden got 25 points in the 3rd. Damn, maybe Lin and Harden can get my Rockets to the playoffs.",0,train
85,Bol to ra tha k time lagta hai ,It was said that it takes time.,1,train
86,hehehehe .   .  . john cena ka sticker .   . really bachpan yaad aa gaya,Hehehehe... John Cena's sticker... really reminded me of childhood.,2,train
87,arrey !  !  mai to comments padhne aya tha .  ab tak koi comments nahi aye .  lagta hai mai jaldi agya .  :p chalo baad me aata hu . ,"Oh! I came to read the comments. No comments have come in yet. Looks like I came early. :p Alright, I'll come back later.",0,train
88,Kon kehta hai ladki hasi tofasi . . ....... Arz kiya hai . . . . . Hasna to ladki ki ada hai . . ........ Jo ise mohbat samje wo gadhahai . . . .  p ,Who says a girl’s laughter is a sign of love . . ....... I present to you . . . . . Laughter is a girl's charm . . ........ Whoever thinks it's love is a fool . . . .,1,train
89,hoti hai bcoz parents kar chillate hai aur bf par had se zyada trust karte hai  .  usse bolo ki apne parents ki sune,It happens because parents yell and she trusts her boyfriend too much. Tell her to listen to her parents.,2,train
90,acha ji .... aisa kya ???? bt we wer nt lyk dt knd f seniors .... i mean hum to aise ni the ....  -D ,"Okay, so what??? But we weren't like that kind of seniors... I mean, we weren't like that... -D",0,train
91,Bhak sale place bataun r koe kam nae h kya mujhe ,"The translation of the text is: ""Tell me the place to sell, or do you have no other work for me?""",1,train
92,great guddu,"The text ""great guddu"" is already in English. It appears to be a name or a phrase that doesn't require translation. If you need further assistance or context, please let me know!",2,train
93,koi aur kaam dhandha nhi hai ? kal monday hai  p ,Don't you have any other work to do? Tomorrow is Monday.,0,train
94,"coni is still looking for volunteers for the painting project that is expected to be completed on saturday ,  november 10 and november 17 . ","Coni is still looking for volunteers for the painting project that is expected to be completed on Saturday, November 10 and November 17.",1,train
95,"i'm not the go out type .  saturday nights are my  "" stay up all night with the fellas on 360 ""  night ,  but i think i'll dive into paterno's bio . ","I'm not the type to go out. Saturday nights are my ""stay up all night with the guys on Xbox 360"" night, but I think I'll dive into Paterno's biography.",2,train
96,kkk ,"I'm sorry, but it seems like the text you provided is not in a language I can translate. Could you please provide the text you want translated?",0,train
97,sir .  .  chehre pr mat jaiye .  .  bahut nautanki baaj hai yeh launda .  .  :p,"Sir, don't be fooled by the face. This guy is quite the drama king. :p",1,train
98,"garbage bin ,  waha pe petrol ki tanki hoti hai aur har baar sambhalke baithna padta hai aur brake lagte time bahut zooro se lagti hai :/","Garbage bin, there's a petrol tank there and every time you have to sit carefully, and the brakes apply very forcefully. :/",2,train
99,"Thodi or jagha ho to . . Call cntr b khol dena ak , logo ko job b mil jayge . . . ","If there's a little more space, you could open a call center too. People will get jobs as well.",0,train
100,mujhe lag rha h koi admin ham sab ko dhokha de rha h..,I feel like some admin is deceiving all of us.,1,train
101,1992 me kharide hue patakhe aaj bhi pakistani nahi jala paye!!! #indvspak #indwins,Firecrackers bought in 1992 still haven't been lit by Pakistanis today!!! #indvspak #indwins,2,train
102,athens (reuters) - greek lawyers launched their defense of a prominent journalist on thursday charged with break .  .  .  http/URL,Athens (Reuters) - Greek lawyers began their defense of a prominent journalist on Thursday who has been charged with breaking... http/URL,0,train
103,think i might go see flight tomorrow just because denzel washington  .  . ,"I think I might go see ""Flight"" tomorrow just because of Denzel Washington...",1,train
104,Baby now itz allready 4.06 com naa waiting ..,"Baby, now it's already 4:06. Come on, I'm waiting...",2,train
105,Breathig problem ho gayi thi raat mein bahut ,I had a lot of breathing problems last night.,0,train
106,wifi ni h ,It seems like the text is incomplete or unclear. Could you please provide more context or check if there might be a typo?,1,train
107,Gm?? ,"The text ""Gm??"" appears to be incomplete or unclear. If ""Gm"" is intended to be an abbreviation or part of a phrase, could you please provide more context or clarify the intended meaning?",2,train
108,Are mujhe mammi k sath rehna hai mam ,"Oh, I want to stay with mom, ma'am.",0,train
109,sir app jarur c m banoge advance me badhai ho,"You will definitely become the Chief Minister, congratulations in advance.",1,train
110,"aapne to bs gfts par e focus kra h , itta hisab laga rakha h gfts ka ,  o ","You've just focused on gifts, keeping such a detailed account of them.",2,train
111,bhai kaha gum ho gye,"""Brother, where have you disappeared to?""",0,train
112,modi ka majak to obama ne udaya tha :-d,Obama made fun of Modi :-d,1,train
113,@someUSER i wanted you to know that here in argentina is going to make a directioner fest 10 november te amo te amo te amo ! ,"@someUSER I wanted you to know that here in Argentina there is going to be a Directioner fest on November 10th. I love you, I love you, I love you!",2,train
114,rt @ramaninsan33: @gurmeetramrahim #msgrevolution #msgyouthicon dear dadddd its all because of uuuuu,"RT @ramaninsan33: @gurmeetramrahim #msgrevolution #msgyouthicon Dear Daddy, it's all because of youuuu",0,train
115,i hope i can get a ticket to the #1d concert in belgium !  !  ! you can't order them till saturday ! pfff .  .  . :s,I hope I can get a ticket to the #1D concert in Belgium! ! ! You can't order them until Saturday! Pfff... :s,1,train
116,ramdev baba baba nahu hai . neta hai . or badmash bi hai . ,Ramdev Baba is not a saint. He is a leader. And he is also a troublemaker.,2,train
117,Ye Pakka hit h koi sala rok Ni sakta bhai ke film ko hit hone se,This is definitely a hit; no one can stop my brother's film from being a hit.,0,train
118,"guddu ko koi centre fresh de do ,  hamesha bakar bakar ke chakkar mai pit jata hai .  :d","Give Guddu a Center Fresh, he always gets into trouble because of his constant chatter. :d",1,train
119,jab udbilaao pit raha tha tab vo udbilaao ki layi hui chips khane mei mast ho gaya .  .  .  wah wah :p,"When the otter was getting beaten up, he got engrossed in eating the chips brought by the otter... wow wow :p",2,train
120,sir delhi chunav me pehli baar mujhe aisa lag raha hai,"Sir, for the first time in the Delhi elections, I feel like this.",0,train
121,Regards ,Of course! Please provide the text you would like me to translate.,1,train
122," "" dream high 2 premieres on feb 20th with eng sub thru kbs world !  ""  ok noted","""Dream High 2 premieres on Feb 20th with English subtitles through KBS World!""",2,train
123,channing tatum will be in white oak tomorrow .  .  . for all you stalkers out there,Channing Tatum will be in White Oak tomorrow... for all you stalkers out there.,0,train
124,i think it got eaten by a grue . - pc friday - diablo iii (ptr patch 1 . 05) | http/URL http/URL,I think it got eaten by a grue. - PC Friday - Diablo III (PTR Patch 1.05) | http/URL http/URL,1,train
125,sidhi baat hai golves kisi ke bhi ho bhai thand me hath me ball chipakana ni chaiye bhot buri chipakti hai :-p,"It's simple: no matter whose gloves they are, bro, you shouldn't stick a ball in your hand in the cold. It sticks really badly :-p",2,train
126,rupee ke girne se yaad aaya sonia gandhi ke tbyat kaise hai # pappu :p,"The fall of the rupee reminded me, how is Sonia Gandhi's health? #pappu :p",0,train
127,sun jb jyega na to usse phele milne aaiyu mjhse ,"""When the sun is about to set, come meet me before that.""",1,train
128,dear @narendramodi tell all @bjp4india ruling states cms to urge farmers don't fall in rumours about #landacquisitionbill @amitshahoffice,"Dear @narendramodi, please tell all the Chief Ministers of @bjp4india ruling states to urge farmers not to fall for rumors about the #landacquisitionbill @amitshahoffice.",2,train
129,Kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu....,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
130,bhai aap toh hit ho,"Bro, you're a hit!",1,train
131,sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,"The text translates to:

""I request all Muslim brothers to pray that this Ramadan is the last one and there won't be another Ramadan next year.""",2,train
132,"salman sir plzzzz sir madat kro sir mai 4saal se aapka number dhoond raha hu sir plzz madat kro mere parivar ko aapki jarurat hai salman sir plzzzz sir....yeh mera no...hai ..,.7355458113","Salman sir, please sir, help me. I have been searching for your number for 4 years. Sir, please help, my family needs you, Salman sir, please sir... this is my number... 7355458113.",0,train
133,"@someUSER look at the countries we're playing ,  we were 6th seeds .  also we're missing ched evans ,  bellamy ,  ramsey ,  collins etc etc ! ","@someUSER look at the countries we're playing, we were 6th seeds. Also, we're missing Ched Evans, Bellamy, Ramsey, Collins, etc., etc.!",1,train
134,it is a shame  !  !  ! ,¡Es una vergüenza!,2,train
135,"aaasaya kathula thoodhu vittu...sing this and sing line below in same ragga... ""stereo phonic sonata(sung as sun aata) #eksi #shamitabh","The text you provided seems to be a mix of languages and references. Here's a translation attempt:

""Send a message through the medium of stories... sing this and sing the line below in the same raga... 'stereo phonic sonata (sung as sun aata)' #eksi #shamitabh""

Note: The text includes references to music and specific terms that may not have direct translations, such as ""raga,"" which is a concept in Indian classical music. The hashtags suggest it might be related to a specific context or work, possibly a film or song.",0,train
136,garbage bin bhai (faisal bhai) is baar to emotional hi kar diya tune .  .  .  vakai dad .  .  .  dad hi hote hai chahe saala kuch bhi ho jae .  .  .  missing him in every moment .  .  .  .  :),"Garbage Bin Bhai (Faisal Bhai), this time you've really made me emotional... truly, Dad... Dads are always there no matter what happens... missing him every moment... :)",1,train
137,ye mauka mauka wali advertise kabi aayi maine toh abhi dekhi hai just .  .  .  .  . :d,"This ""mauka mauka"" advertisement just came out, I just saw it now... :D",2,train
138,@drgarekar kripaya mug bala chain hats dijiye.yakin maniye prabhuji souch ke baad chori nahin karunga. #railbudget2015,"@drgarekar Please give me a mug, a chain, and a hat. Believe me, sir, after thinking it over, I won't steal. #railbudget2015",0,train
139,delhi chief secy greets ak with a bouquet. ak greets him with aap's manifesto :-) #aapsweep #aapstorm,Delhi's Chief Secretary greets AK with a bouquet. AK greets him with AAP's manifesto :-) #aapsweep #aapstorm,1,train
140,"modi bhaqts after #unionbudget2015.... tere pyar me humko kya mila, babaji ka thullu...",Modi supporters after #unionbudget2015... What did we get from your love? Babaji's Thullu...,2,train
141,Pak foje zinda bad <3,Long live Pak foje <3,0,train
142,it's 4'o clock,It's 4 o'clock.,1,train
143,Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu,"Hello sir, will you ever talk to me? There is something I want to share with you.",2,train
144,Jab mil jaaye toh batana ,Let me know when you find it.,0,train
145,shah rukh khan ki train wankhede nahi jaaegi . #railbudget2015 #celebtrains,Shah Rukh Khan's train will not go to Wankhede. #railbudget2015 #celebtrains,1,train
146,Weat karna padega,We will have to wait.,2,train
147,bas kuchh mb ka apps download kro aur earn karo jitna chaho,Download a few MB apps and earn as much as you want.,0,train
148,kachua sir nahi aaye kya republic day ko .  .  . :p,Did Mr. Tortoise not come on Republic Day...? :p,1,train
149,omfgomfgomfgomfg the black dahlia murder/machine head/dethklok/all that remains are gonna be at the palladium in november !  *joooooooy*,OMGOMGOMGOMG The Black Dahlia Murder/Machine Head/Dethklok/All That Remains are going to be at the Palladium in November! *Joooooooy*,2,train
150,Yahan aane ka ,"The translation of ""Yahan aane ka"" to English is ""Coming here.""",0,train
151,"harakah: iran army monitoring all ships in gulf: tehran ,  oct 28: a senior commander of the islamic revolution gu .  .  .  http/URL","Iran Army Monitoring All Ships in Gulf: Tehran, Oct 28: A senior commander of the Islamic Revolution Guards... http/URL",1,train
152,Negative marks krkr dara ra tha ,The negative marks were causing fear.,2,train
153,"hamari bus main bhi ek dengu aata tha , ","In our bus, there used to be a dengue too.",0,train
154,Kisko ,"""Kisko"" translates to ""Whom"" or ""To whom"" in English, depending on the context. If you provide more context or a complete sentence, I can offer a more precise translation.",1,train
155,4:00 baj gya sir,"It's 4:00, sir.",2,train
156,Bhaijaan...app tnsn free raho...,Bhaijaan... you stay tension-free...,0,train
157,"1 > Create a fake profile ( make it look like an old profile or if you already have one ... ) . 2 > Write \ "" such\ "" confessions . 3 > Know the admin ","Certainly! Here's the translation:

1 > Create a fake profile (make it look like an old profile or use one you already have...). 2 > Write ""such"" confessions. 3 > Get to know the admin.",1,train
158,Ohhoh Hrhe Aaja bhai Gujiya khale😉 Mne bnayi h 😃 ,"Ohhoh Hrhe, come brother, have some Gujiya😉 I made them 😃",2,train
159,p + q +r = 51 .  .  solved !  gudoo yeh hai answer .  kachua sir se fast solve kar liya,p + q + r = 51 . . solved! Here is the answer. Solved faster than Mr. Tortoise.,0,train
160,election ke bahane tata nano aur toyota innova ka bhi aaj khub promotion hogya #aapsweep #delhidecides,"Using the election as an excuse, Tata Nano and Toyota Innova also got a lot of promotion today. #aapsweep #delhidecides",1,train
161,@someUSER yeah your game against the ravens was a thursday night game .  im sure you will pull for the giants these next 2 games,"@someUSER Yeah, your game against the Ravens was a Thursday night game. I'm sure you'll be rooting for the Giants in these next two games.",2,train
162,are yahaan koi matar kyun nahi chheel raha ?  :p,Why is no one shelling peas here? :p,0,train
163,this years nba schedule got me pumped for the season .  knicks vs .  nets in its 1st nba's battle of new york .  we already know its nyk town . ,This year's NBA schedule has me pumped for the season. Knicks vs. Nets in the first NBA Battle of New York. We already know it's Knicks town.,1,train
164,"Joy hind, Varot mata ki joy","The text translates to ""Victory to India, Victory to Mother India.""",2,train
165,free wifi,Free Wi-Fi,0,train
166,@pmoindia @railminindia toilet room abse saaf rahega ya nhi ?? #railbudget2015,@pmoindia @railminindia Will the toilet room remain clean from now on or not?? #railbudget2015,1,train
167,assala muwalekum vhai zahan,"The text appears to be a greeting in a mix of languages, possibly a phonetic spelling of ""Assalamu Alaikum"" (Arabic for ""Peace be upon you"") followed by a name. A close translation would be:

""Peace be upon you, brother Zahan.""",2,train
168,Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,"I am also an actor, with a focus on song and drama. Since it's in Ghaziabad, I will miss it. If it were in Delhi, I would definitely watch it. Thanks.",0,train
