Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
JUAS ahora dicen que la paja se la van a hacer con Tracer y su novia. Porque siempre se puede caer más bajo aún ¿no?,train,JUAS Now They say that ed straw be ed They're going. a do with Tracer and your girlfriend. Because Always. be may fall more low still. Don't you?,"JUAS now say that the straw is going to be made with Tracer and his girlfriend, because you can always fall even lower, right?",1,JUAS Now They say that ed straw be ed They're going. a do with Tracer and your girlfriend. Because Always. be may fall more low still. Don't you?,"JUAS now say that the straw is going to be made with Tracer and his girlfriend, because you can always fall even lower, right?"
#2AñosDeLegiónHolk Llevo como unos 8 meses Talvez menos o mas no sé Me enseñaron y demostraron que LH es algo magico,train,#2Legion Holk Years I'm wearing as some 8 months Maybe. less o more no I know. Me They taught. and demonstrated that LH It's something. magic,#2YearsLegionHolk I've been about 8 months maybe less or more I don't know I was taught and demonstrated that LH is something magical,2,#2Legion Holk Years I'm wearing as some 8 months Maybe. less o more no I know. Me They taught. and demonstrated that LH It's something. magic,#2YearsLegionHolk I've been about 8 months maybe less or more I don't know I was taught and demonstrated that LH is something magical
"🌼 severus snape 🌼  -pobresito  -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...",train," severus snape  - Poor thing. - Never. le I hated, me looked very strict e unjust but I knew that something. It happened...","severus snape  -poory - I never hated him, it seemed very strict and unfair but I knew something was going on...",0,"severus snape  - Poor thing. - Never. le I hated, me looked very strict e unjust but I knew that something. It happened...","severus snape  -poory - I never hated him, it seemed very strict and unfair but I knew something was going on..."
"@user es chevre las letras!! sabes q dia es mañana,....",train,@user It's chevre the letters!! You know. q day It's Tomorrow...,"@user is chevre the lyrics!! you know what day it is tomorrow,....",1,@user It's chevre the letters!! You know. q day It's Tomorrow...,"@user is chevre the lyrics!! you know what day it is tomorrow,...."
Se echa de menos  #digital #art #life @ Escuela Superior de Arte y Tecnología (ESAT) http,train,I know. pulsate of less #Digital #art #life @ School Superior of Art and Technology (ESAT) http,#digital #art #life @ School of Art and Technology (ESAT) http,2,I know. pulsate of less #Digital #art #life @ School Superior of Art and Technology (ESAT) http,#digital #art #life @ School of Art and Technology (ESAT) http
"Esta ceniza me tiene harta, me arden los ojos",train,This one. ash me you have I'm sick of it. me burn the eyes,I've had enough of this ash. My eyes are burning.,0,This one. ash me you have I'm sick of it. me burn the eyes,I've had enough of this ash. My eyes are burning.
¿Aprender Motion Graphics en #Barcelona sin que me cueste un riñón es posible? ¿Alguien conoce algún sitio?,train,Learn Motion Graphics in #Barcelona no that me cost a kidney It's possible? Anyone? you know some place?,Learning Motion Graphics in #Barcelona without costing me a kidney is possible? Does anyone know anywhere?,1,Learn Motion Graphics in #Barcelona no that me cost a kidney It's possible? Anyone? you know some place?,Learning Motion Graphics in #Barcelona without costing me a kidney is possible? Does anyone know anywhere?
@user No. tampoco soy cursi,train,@user No. Neither I am cheesy,@user No. I'm not cheesy either,2,@user No. Neither I am cheesy,@user No. I'm not cheesy either
En fin estoy hasta los huevos del 90% de las personas así que.,train,In End I'm here. up to the eggs of the 90% of the persons like this. What.,"Anyway, I'm up to 90% of people's eggs, so.",0,In End I'm here. up to the eggs of the 90% of the persons like this. What.,"Anyway, I'm up to 90% of people's eggs, so."
"@user jajajajaja, ¡qué linda! Yo también me puse re feliz cuando me enteré, nos dejan un álbum antes que TOP se vaya al servicio",train,"@user Ha ha ha ha, What are you doing? Pretty! Me. also me I put re Happy. when me I heard, We Let's go. a album before that TOP be Wow. as at service","@user jajajajaja, how cute! I also got happy when I found out, they leave us an album before TOP goes to the service",1,"@user Ha, What are you doing? Pretty! Me. also me I put re Happy. when me I heard, We Let's go. a album before that TOP be Wow. as at service","@user ja, how cute! I also got happy when I found out, they leave us an album before TOP goes to the service"
@user     Ya está preparando cosillas nuevas jeje,train,@user Right. She's here. preparing things new Heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh.,@user He's already preparing new things. Heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh-heh.,2,@user Right. She's here. preparing things new Heh.,@user He's already preparing new things. Heh.
"@user Jo, yo que me había ilusionado",train,"@user Jo, Me. that me There was Illustrated","@user Jo, I was excited",0,"@user Jo, Me. that me There was Illustrated","@user Jo, I was excited"
Si la U cerró todo... entonces yo estoy libre hasta el lunes,train,Yes ed U closed Everything... Then Me. I'm here. free up to on Monday,If the U closed everything... then I'm free until Monday.,1,Yes ed U closed Everything... Then Me. I'm here. free up to on Monday,If the U closed everything... then I'm free until Monday.
Hoy toca escuchar a #MiguelRios con otros grandes artistas...  #Insurrección...,train,Today Touch listen a #MiguelRios with other large artists... # Insurrection...,Today it's time to listen to #MiguelRios with other great artists... #Insurrection...,2,Today Touch listen a #MiguelRios with other large artists... # Insurrection...,Today it's time to listen to #MiguelRios with other great artists... #Insurrection...
"@user @user qué tendrá brozas.. jaajajaja que me descontrola, será la mala influencia",train,"@user @user what You'll have Brozas.. Hahahahaha that me It's out of control, It'll be ed bad influence","@user @user what will have brozas.. haajajaja that discontrols me, will be the bad influence",0,"@user @user what You'll have Brozas.. Ha that me It's out of control, It'll be ed bad influence","@user @user what will have brozas.. haajajaja that discontrols me, will be the bad influence"
@user Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos,train,@user Katy. le dar like in instagram and in My Rt It does. two days the They saw together.,@user Katy gave him like instagram and in my Rt two days ago they saw them together,1,@user Katy. le dar like in instagram and in My Rt It does. two days the They saw together.,@user Katy gave him like instagram and in my Rt two days ago they saw them together
"Voy a jugar mi primera ranked de 10. Hmm no se si la liaré o no, pero bronce V me espera y mañana jugaré poco o nada, so a jugársela",train,"Coming. a play My first Ranked of 10. Hmm. no be Yes ed I'll do it. o No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. but bronze V me Wait. and tomorrow I'll play little o Nothing. so a Toss it on.","I'm gonna play my first 10's ranked. Hmm. I don't know if I'm gonna hit it or not, but bronze V is waiting for me and tomorrow I'm gonna play little or nothing, so play it.",2,Coming. a play My first Ranked of 10. Hmm. no be Yes ed I'll do it. o No. but bronze V me Wait. and tomorrow I'll play little o Nothing. so a Toss it on.,"I'm gonna play my first 10's ranked. Hmm. I don't know if I'm gonna hit it or not, but bronze V is waiting for me and tomorrow I'm gonna play little or nothing, so play it."
Cuando le he dicho a la bollo que estoy morena se ha reído en mi cara,train,When le He's said a ed bun that I'm here. brunette be ha laugh in My face,When I told the bun that I'm brunette it laughed in my face,0,When le He's said a ed bun that I'm here. brunette be ha laugh in My face,When I told the bun that I'm brunette it laughed in my face
@user @user @user @user lo importante es saber cuando! Por si hay que evitar compras foráneas,train,@user @user @user @user lo important It's know When! For Yes There's that avoid purchases foreign,@user @user @user @user the important thing is to know when! In case you have to avoid foreign purchases,1,@user @user @user @user lo important It's know When! For Yes There's that avoid purchases foreign,@user @user @user @user the important thing is to know when! In case you have to avoid foreign purchases
Sin duda @user fue una experiencia preciosa  @user @user Y habrá más!,train,Without doubt @user It was one experience Beautiful. @user @user And There will be More!,No doubt @user was a beautiful experience @user @user And there will be more!,2,Without doubt @user It was one experience Beautiful. @user @user And There will be More!,No doubt @user was a beautiful experience @user @user And there will be more!
"Como sé que les re interesa, les actualizo: me dijo que sí a ver una peli pero me habló de un pibe dándome a entender que están saliendo",train,Like I know. that ed re It's interesting. ed updated: me said that Yes a view one film but me He spoke. of a pibe giving me a understand that They're Coming out.,"Since I know you're interested, I update you: he said yes to watch a movie but he told me about a kid giving me to understand that you're dating",0,Like I know. that ed re It's interesting. ed updated: me said that Yes a view one film but me He spoke. of a pibe giving me a understand that They're Coming out.,"Since I know you're interested, I update you: he said yes to watch a movie but he told me about a kid giving me to understand that you're dating"
como entraba una conversación de estas largas de hablar toda la noche con alguien,train,as I came in. one conversation of these long of talk. all ed night with Someone.,How did a conversation come in from these long lengths of talking to someone all night?,1,as I came in. one conversation of these long of talk. all ed night with Someone.,How did a conversation come in from these long lengths of talking to someone all night?
una Go-Pro de calidad! proteccion bajo el agua y soporte de cabeza    porq ago tantas caras...OK EN FIN!,train,one Go-Pro of Quality! protection low on water and support of head porq Aug so many Faces... OK. EN THE END!,a quality Go-Pro! under water protection and head support perq ago so many faces...OK ON END!,2,one Go-Pro of Quality! protection low on water and support of head porq Aug so many Faces... OK. EN THE END!,a quality Go-Pro! under water protection and head support perq ago so many faces...OK ON END!
Se que la pena de muerte no es algo bueno . Pero que diablos podemos hacer con los violadores ! Yo no le veo otra salida,train,"I know. that ed penalty of death no It's something. Good. . But that Damn it. We can. do with the rapists Oh, my God! Me. no le I see. other exit","I know the death penalty isn't a good thing, but what the hell can we do with the rapists!",0,"I know. that ed penalty of death no It's something. Good. . But that Damn it. We can. do with the rapists Oh, my God! Me. no le I see. other exit","I know the death penalty isn't a good thing, but what the hell can we do with the rapists!"
"@user se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos  Más inf http 😃",train,"@user be llama Wolf, It's ed pet ♪ Get out in support a the sportsmen paralympic More inf http ","@user is called Wolf, is the mascot #SeSalen in support of paralympic athletes More inf http",1,"@user be llama Wolf, It's ed pet ♪ Get out in support a the sportsmen paralympic More inf http","@user is called Wolf, is the mascot #SeSalen in support of paralympic athletes More inf http"
Que dicha que hay trabajo y salud y vacaciones también,train,What? the said that There's Work and health and holidays also,That joy that there is work and health and vacation also,2,What? the said that There's Work and health and holidays also,That joy that there is work and health and vacation also
@user Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño,train,@user Impressive. One penalty that Today no I can do one photo of the sunset.. P.d. Thank you. Guapiño,@user Awesome. A shame that today I can not take a picture of the sunset.. P.d Thank you beautiful,0,@user Impressive. One penalty that Today no I can do one photo of the sunset.. P.d. Thank you. Guapiño,@user Awesome. A shame that today I can not take a picture of the sunset.. P.d Thank you beautiful
"Este viernes iré al cine a ver #NoRespires para celebrar mi cumple. Por cierto, no estáis invitados",train,"East Friday I'll go. as at cinema a view ♪ Don't breathe for celebrate My He's doing it. For Right, no You're here. Guests","This Friday I will go to the cinema to see #NoBreathe to celebrate my birthday. By the way, you are not invited",1,"East Friday I'll go. as at cinema a view ♪ Don't breathe for celebrate My He's doing it. For Right, no You're here. Guests","This Friday I will go to the cinema to see #NoBreathe to celebrate my birthday. By the way, you are not invited"
La pulsera es preciosa tio,train,The bracelet It's Beautiful. Uncle,The bracelet is beautiful guy,2,The bracelet It's Beautiful. Uncle,The bracelet is beautiful guy
@user es lamentable un tema tan sensible jamás con ese enfoque,train,@user It's Sorry. a theme So sensitive Never with that approach,@user is unfortunate a subject so sensitive never with that approach,0,@user It's Sorry. a theme So sensitive Never with that approach,@user is unfortunate a subject so sensitive never with that approach
"-Me caes muy bien  -Tienes que jugar más partidas al lol con Russel y conmigo -Por qué tan Otako, deja de ser otako -Haber si me muero",train,"- I'm You fall. very Good. - You got it. that play more consignments as at lol with Russell. and with me - To what So Otako, Let's go. of be otako - Let's have it. Yes me I die.","- I like you very much. - You have to play more games with Russel and me. - Why so Otako, stop being otako.",1,"- I'm You fall. very Good. - You got it. that play more consignments as at lol with Russell. and with me - To what So Otako, Let's go. of be otako - Let's have it. Yes me I die.","- I like you very much. - You have to play more games with Russel and me. - Why so Otako, stop being otako."
"@user, vaya, felicidades atrasadas y muchas gracias",train,"@user, Well, Congratulations. overdue and many Thank you.","@user, wow, congratulations late and thank you so much",2,"@user, Well, Congratulations. overdue and many Thank you.","@user, wow, congratulations late and thank you so much"
"@user  Otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. Lee, los libros no muerden",train,"@user Other thing It's that no Had. security social, porqe no It was Compulsory in your situation. Lee, the books no bite","@user Another thing is that he didn't have social security, because he wasn't required in his situation. Read, books don't bite",0,"@user Other thing It's that no Had. security social, porqe no It was Compulsory in your situation. Lee, the books no bite","@user Another thing is that he didn't have social security, because he wasn't required in his situation. Read, books don't bite"
"Trato de manejar esa sensación de: ""no me soporto a mi misma"" de estos ultimos 2 días ¡qué dolor! Es que no soy yo misma. #malditoandres",train,"Deal of drive that feeling from: ""no me I can stand it. a My same."" of these last 2 days What are you doing? Pain! It's that no I am Me. It's the same. # Damnandres","I'm trying to handle that feeling of ""I can't stand myself"" these last two days, what a pain! It's just that I'm not myself. #cursingandres",1,"Deal of drive that feeling from: ""no me I can stand it. a My same."" of these last 2 days What are you doing? Pain! It's that no I am Me. It's the same. # Damnandres","I'm trying to handle that feeling of ""I can't stand myself"" these last two days, what a pain! It's just that I'm not myself. #cursingandres"
@user Que bonita la gente educada un gran abrazo para vos 🤗,train,@user What? Pretty. ed people educated a great Hug for You. ,@user How pretty educated people a big hug for you,2,@user What? Pretty. ed people educated a great Hug for You.,@user How pretty educated people a big hug for you
"@user En Espanya la prensa ni es libre, ni es independiente, ni muchísimo menos plural  Síntoma de nuestra pobre democracia.",train,"@user In Spain ed Press and/or It's free, and/or It's independent, and/or a lot. less plural Symptom of ours poor democracy.","@user In Spain the press is neither free, nor independent, nor far less plural.Symptom of our poor democracy.",0,"@user In Spain ed Press and/or It's free, and/or It's independent, and/or a lot. less plural Symptom of ours poor democracy.","@user In Spain the press is neither free, nor independent, nor far less plural.Symptom of our poor democracy."
@user fuera del típico saludo navideño tengo una duda: pasan Navidad juntos o cada uno con su familia? Saludos desde Lima,train,@user Out. of the typical Greetings. Christmas I've got one doubt: Come on in. Christmas together. o each one with your family? Greetings from Lima,@user outside the typical Christmas greeting I have a question: do you spend Christmas together or each with your family? Greetings from Lima,1,@user Out. of the typical Greetings. Christmas I've got one doubt: Come on in. Christmas together. o each one with your family? Greetings from Lima,@user outside the typical Christmas greeting I have a question: do you spend Christmas together or each with your family? Greetings from Lima
@user Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,train,@user Happy. Christmas Felino!!! Haha! Greetings and hugging a ed family!,@user Merry Christmas Felino!!! Haha! Greetings and hugs to the family!,2,@user Happy. Christmas Felino!!! Haha! Greetings and hugging a ed family!,@user Merry Christmas Felino!!! Haha! Greetings and hugs to the family!
Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,train,I know. me broke up. on trousers horizontalmrnnt by on thigh up to under of ed Buttock... Right. I'm here. a ed fashion,I broke my horizontal pants from the thigh to the bottom of my buttocks... I'm already in fashion,0,I know. me broke up. on trousers horizontalmrnnt by on thigh up to under of ed Buttock... Right. I'm here. a ed fashion,I broke my horizontal pants from the thigh to the bottom of my buttocks... I'm already in fashion
"Estimada @user, reciba un cordial saludo, nosotros somos el 1er Centro de Ozonoterapia en el Perú, contamos con muchos tratamientos",train,"Estimated @user, receive a cordial Greetings, us. We are on 1st Centre of Ozone therapy in on Peru, count with many treatments","Dear @user, receive a cordial greeting, we are the 1st Ozone Therapy Center in Peru, we have many treatments",1,"Estimated @user, receive a cordial Greetings, us. We are on 1st Centre of Ozone therapy in on Peru, count with many treatments","Dear @user, receive a cordial greeting, we are the 1st Ozone Therapy Center in Peru, we have many treatments"
FF a los geniales de @user !!,train,"FF a the Great. of @user Oh, my God!",FF to the cool @user!!,2,"FF a the Great. of @user Oh, my God!",FF to the cool @user!!
"90% para designar a quienes somos muy aficionados a todos este mundo nippon y aunque la elicación suene que tiene un ""final feliz"" mmm",train,"90% for designate a who We are very amateurs a all east world nippon and although ed elication sound that you have a ""final Happy."" mmm","90% to designate who we are very fond of all this world nippon and even though the elication sounds like it has a ""happy ending"" mmm",0,"90% for designate a who We are very amateurs a all east world nippon and although ed elication sound that you have a ""final Happy."" mmm","90% to designate who we are very fond of all this world nippon and even though the elication sounds like it has a ""happy ending"" mmm"
sería muy chuzo tener una gopro pero yo de mi casa no salgo así que no tendría mucho sentido.,train,would be very chuzo have one gopro but Me. of My home no I'm out. like this. that no I'd have a lot. sense.,"It'd be so sweet to have a gopro, but I don't get out of my house, so it wouldn't make much sense.",1,would be very chuzo have one gopro but Me. of My home no I'm out. like this. that no I'd have a lot. sense.,"It'd be so sweet to have a gopro, but I don't get out of my house, so it wouldn't make much sense."
2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos,train,2. Yeah. You are. My Crush maximum although you consider of My better Friends,2. Yes. You are my ultimate crush even if I consider you from my best friends,2,2. Yeah. You are. My Crush maximum although you consider of My better Friends,2. Yes. You are my ultimate crush even if I consider you from my best friends
"Nunca dejes el fb abierto y tu hermana a lado, es un PELIGRO!",train,"Never Let's go. on fb open and You sister a side, It's a DANGER!","Never leave the fb open and your sister aside, it's a DANGER!",0,"Never Let's go. on fb open and You sister a side, It's a DANGER!","Never leave the fb open and your sister aside, it's a DANGER!"
"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",train,"So much. rhythm in on restaurant # DonMarcelo Yes You're coming. a #Cusco, no Forget it. visit him @ Plaza Of...","So much rhythm at the restaurant #DonMarcelo If you come to #Cusco, don't forget to visit it @ Plaza de...",1,"So much. rhythm in on restaurant # DonMarcelo Yes You're coming. a #Cusco, no Forget it. visit him @ Plaza Of...","So much rhythm at the restaurant #DonMarcelo If you come to #Cusco, don't forget to visit it @ Plaza de..."
@user Google luego se encarga de asociar el contenido (bien escrito) con la búsqueda que se hizo (mal escrita).,train,@user Google later. be order of associate on content (Good in writing) with ed search that be He did. (mal in writing).,@user Google then deals with associating content (well written) with the search that was done (written).,2,@user Google later. be order of associate on content (Good in writing) with ed search that be He did. (mal in writing).,@user Google then deals with associating content (well written) with the search that was done (written).
Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal,train,Ayay I want to grabar a piece of Drown with on ukulele because you have that stay Beautiful. But I've got ed voice fatal,Ayay I want to shout a piece of Drown with the ukulele because it has to look beautiful but I have the fatal voice,0,Ayay I want to grabar a piece of Drown with on ukulele because you have that stay Beautiful. But I've got ed voice fatal,Ayay I want to shout a piece of Drown with the ukulele because it has to look beautiful but I have the fatal voice
@user debería liarla en el @user con un stand que proyectara desde el público a las pantallas del concierto  #MTVDcode2016.,train,@user should liarla in on @user with a stand that project from on Public a the screens of the concert #MTVDcode2016.,@user should link it to the @user with a stand that screened from the audience to the #MTVDcode2016 concert screens.,1,@user should liarla in on @user with a stand that project from on Public a the screens of the concert #MTVDcode2016.,@user should link it to the @user with a stand that screened from the audience to the #MTVDcode2016 concert screens.
"@user que ricoooo, me abriste el apetito!! Solo una cosa. Las aceitunas tienen que ser las negras",train,"@user that richoooo, me You opened up. on appetite!! Alone. one thing. The olives They've got that be the black","@user that richoooo, you opened my appetite!! Just one thing. Olives have to be black",2,"@user that richoooo, me You opened up. on appetite!! Alone. one thing. The olives They've got that be the black","@user that richoooo, you opened my appetite!! Just one thing. Olives have to be black"
"Pero como no tengo una puta mierda en común pues nadie me mete para ningún grupo ni nada, claro",train,"But as no I've got one whore Shit. in common Well, then. No one. me Get in. for none group and/or Nothing. Of course.","But since I don't have a fucking thing in common, nobody messes with me for any group or anything, of course.",0,"But as no I've got one whore Shit. in common Well, then. No one. me Get in. for none group and/or Nothing. Of course.","But since I don't have a fucking thing in common, nobody messes with me for any group or anything, of course."
Me gusta mucho ir a Chepén y estar con la familia de Kike. Lo que no me gusta es tener que trabajar el lunes siguiente,train,Me like a lot. Go. a Chepen and be with ed family of Kike. What? that no me like It's have that work on Monday next,I really like going to Chepen and being with Kike's family. What I don't like is having to work the next Monday.,1,Me like a lot. Go. a Chepen and be with ed family of Kike. What? that no me like It's have that work on Monday next,I really like going to Chepen and being with Kike's family. What I don't like is having to work the next Monday.
"Bueno,gracias a algunos(casi gratis) por confiar su salud en mi(un año más) no se enfermen mucho este año pues, jaja mentira, saludos",train,"Well, thank you. a some (almost free of charge) by trust your health in mi(un year plus) no be disease a lot. east year So, Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha Lie, greetings","Well, thank you to some (almost for free) for trusting your health in me (one more year) don't get very sick this year because, haha lie, greetings",2,"Well, thank you. a some (almost free of charge) by trust your health in mi(un year plus) no be disease a lot. east year So, Ha Lie, greetings","Well, thank you to some (almost for free) for trusting your health in me (one more year) don't get very sick this year because, haha lie, greetings"
Que le pasa a @user que no puede estar en Twitter y WhatsApp a la vez? Las 2 fiestas están igual de buenas y se esta perdiendo una!,train,What? le Come in. a @user that no may be in Twitter and WhatsApp a ed Is that a time? The 2 parties They're Same of good and be This one. Losing One!,What happens to @user who can’t be on Twitter and WhatsApp at once? The 2 parties are just as good and you’re missing one!,0,What? le Come in. a @user that no may be in Twitter and WhatsApp a ed Is that a time? The 2 parties They're Same of good and be This one. Losing One!,What happens to @user who can’t be on Twitter and WhatsApp at once? The 2 parties are just as good and you’re missing one!
"Haces un update con tu pata de intercambio. Te pregunta, entre otras cosas, por tu vida amorosa. Suena ""brillas"" de León Larregui.",train,"You do. a update with You leg of exchange. You question, between other things, by You life Love. Sounds ""bricks."" of Lion Larregui.","He asks you, among other things, about your love life. It sounds like ""bricks"" by Leon Larregui.",1,"You do. a update with You leg of exchange. You question, between other things, by You life Love. Sounds ""bricks."" of Lion Larregui.","He asks you, among other things, about your love life. It sounds like ""bricks"" by Leon Larregui."
Hace tres días que entre a @user y hoy me he pegado el segundo clip  1080 desde lo alto del ala del caza http,train,It does. three days that between a @user and Today me He's pasted on second clip 1080 from lo high of the wing of the Hunting http,Three days ago I entered @user and today I glued the second clip 1080 from the top of the wing of the hunt http,2,It does. three days that between a @user and Today me He's pasted on second clip 1080 from lo high of the wing of the Hunting http,Three days ago I entered @user and today I glued the second clip 1080 from the top of the wing of the hunt http
Cuando pasan de tu p*** cara  😢,train,When Come on in. of You p*** face ,When they pass from your p*** face,0,When Come on in. of You p*** face,When they pass from your p*** face
@user la divaza te tiene cansado toda la noche no te deja dormir,train,@user ed divaza you you have tired all ed night no you Let's go. sleep,@user the divaza keeps you tired all night does not let you sleep @yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,@user ed divaza you you have tired all ed night no you Let's go. sleep,@user the divaza keeps you tired all night does not let you sleep @
Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir?,train,"I've got one perrin Lovely... You know that me Come on, come on. up to ed a room when me I'm coming. a sleep?",I've got a lovely doggy... you know she's with me to the room when I go to sleep?,2,"I've got one perrin Lovely... You know that me Come on, come on. up to ed a room when me I'm coming. a sleep?",I've got a lovely doggy... you know she's with me to the room when I go to sleep?
"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",train,No me I can. stay Sleeping and/or a It's been a while. because for My Mom. I've got it. I'm here. anemic of new,"I can't fall asleep for a little while, 'cause for my mom I'm anemic again.",0,No me I can. stay Sleeping and/or a It's been a while. because for My Mom. I've got it. I'm here. anemic of new,"I can't fall asleep for a little while, 'cause for my mom I'm anemic again."
"@user No se , creo que no . Yo solo mire mi fecha",train,"@user No be , I think that no . Me. only Look. My date","@user I don't know, I don't think so. I just look at my date",1,"@user No be , I think that no . Me. only Look. My date","@user I don't know, I don't think so. I just look at my date"
"Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor",train,"With lo which He's open all the windows and He's connected on mobile a the speakers, a view Yes Now ♪ Sounds ♪ better","With which I opened all the windows and connected the phone to the speakers, to see if it now sounds better",2,"With lo which He's open all the windows and He's connected on mobile a the speakers, a view Yes Now ♪ Sounds ♪ better","With which I opened all the windows and connected the phone to the speakers, to see if it now sounds better"
"@user Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres",train,"@user Uncle Then You think. that fly It's a insult, Me. I think that That's it. It's a little disrespectful a the poor","@user Uncle then you think fly is an insult, I think that's a little disrespectful to the poor",0,"@user Uncle Then You think. that fly It's a insult, Me. I think that That's it. It's a little disrespectful a the poor","@user Uncle then you think fly is an insult, I think that's a little disrespectful to the poor"
