Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
"@user anche io..però ci credo.. @user sarà decisivo, me lo sento #ForzaMilan",train,"@user whether or not I...but I... there I think... @user will be decisive, me I I feel #ForzaMilan","@user me too..but I believe it.. @user will be decisive, I feel #ForzaMilan",2,"@user whether or not I...but I... there I think... @user will be decisive, me I I feel #ForzaMilan","@user me too..but I believe it.. @user will be decisive, I feel #ForzaMilan"
"L'ultima mania di #ClaudiaB è prendersela con Mario Monti. Dubito, però, che sappia davvero chi sia #dubbi #certezze",train,"The Last mania of #ClaudiaB is Take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it, take it. with Mario Monti. I doubt it. but, that know I really do. who is #doubts #Certainties","#ClaudiaB's latest mania is to take it out on Mario Monti. However, I doubt he really knows who #doubts #certainties...!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,"The Last mania of #ClaudiaB is Take it. with Mario Monti. I doubt it. but, that know I really do. who is #doubts #Certainties","#ClaudiaB's latest mania is to take it out on Mario Monti. However, I doubt he really knows who #doubts #certainties...!"
"la riunione del 18 è spostata a data da definire, importante dovete partecipare almeno alla metà delle lezioni pena esclusione dal gruppo",train,"the meeting of 18 is moved a date from define, important you must participate at least to half of the lessons pain exclusion from group","the meeting of 18 is moved to date to be defined, important you must attend at least half of the lessons penalty exclusion from the group",1,"the meeting of 18 is moved a date from define, important you must participate at least to half of the lessons pain exclusion from group","the meeting of 18 is moved to date to be defined, important you must attend at least half of the lessons penalty exclusion from the group"
@user Grazie al mio CATANIA e una grande JUVE il campionato è ufficialmente RIAPERTO...,train,@user Thank you. to Mine CATANIA and one large JUVE on sample is officially Re-opened...,@user Thanks to my CATANIA and a great JUVE the championship is officially READY...,2,@user Thank you. to Mine CATANIA and one large JUVE on sample is officially Re-opened...,@user Thanks to my CATANIA and a great JUVE the championship is officially READY...
Certo che il professor Monti poteva dare una mano alla moglie in cucina... E che c... #cotechinoelenticchie,train,Sure. that on Professor Mountains could give one hand to wife in Kitchen... And that c... #cotechinoelentils,Of course Professor Monti could help his wife in the kitchen... and that there... #cotechinoelentie,0,Sure. that on Professor Mountains could give one hand to wife in Kitchen... And that c... #cotechinoelentils,Of course Professor Monti could help his wife in the kitchen... and that there... #cotechinoelentie
@user tu dovresti fare un video con @user,train,@user you You should. do a video with @user,@user you should make a video with @user,1,@user you You should. do a video with @user,@user you should make a video with @user
"@user @user #Grillo #ServizioPubblico sto cominciando a pensare di votarlo, e non l'avevo mai fatto prima",train,"@user @user #Cricket #Public Service I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... starting a thinking of vote on it, and not I had it. never done before","@user @user #Grillo #ServicePublic I'm starting to think about voting for it, and I've never done it before",2,"@user @user #Cricket #Public Service I'm... starting a thinking of vote on it, and not I had it. never done before","@user @user #Grillo #ServicePublic I'm starting to think about voting for it, and I've never done it before"
http L'errore di Pdl e Pd che non vogliono una base politica per il governo Monti http,train,http The Error of Pdl and Pd that not they want one base policy for on Government Mountains http,http The error of Pdl and Pd who do not want a political basis for the Monti government http,0,http The Error of Pdl and Pd that not they want one base policy for on Government Mountains http,http The error of Pdl and Pd who do not want a political basis for the Monti government http
@user ciao Claudio tutto ok?,train,@user Bye. Claudio all Okay?,@user hi Claudio all right?,1,@user Bye. Claudio all Okay?,@user hi Claudio all right?
In Mario Monti we trust! #acasa,train,In Mario Mountains we Trust! ♪ home ♪,In Mario Monti we trust! #acasa,2,In Mario Mountains we Trust! ♪ home ♪,In Mario Monti we trust! #acasa
@user non mi portano fuori perchè il caro tommaso deve fare i compiti,train,@user not mi carry out why on darling tommaso must do i tasks,@user doesn't take me out because dear Thomas has to do his homework,0,@user not mi carry out why on darling tommaso must do i tasks,@user doesn't take me out because dear Thomas has to do his homework
Controindicazioni del governo Monti?.. http via @user,train,Contraindications of Government Monti?.. http via @user,Contraindications of the Monti government?... http via @user,1,Contraindications of Government Monti?.. http via @user,Contraindications of the Monti government?... http via @user
@user sei stato bravissimo ieri..non ti devi fare nessun problema...,train,@user six state That's very good. yesterday..don't ti you must do none Problem...,@user you were very good yesterday...you don't have to do any trouble... @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,2,@user six state That's very good. yesterday..don't ti you must do none Problem...,@user you were very good yesterday...you don't have to do any trouble... @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user
l'ultima cazzata sul governo Monti: metterà la tassa sul possesso di animali domestici! ma roba da matti....,train,the last That's bullshit. on Government Mountains: put the tax on possession of animals Housekeepers! but stuff from Crazy...,the last shit about the Monti government: will put the tax on the possession of pets! but crazy stuff....,0,the last That's bullshit. on Government Mountains: put the tax on possession of animals Housekeepers! but stuff from Crazy...,the last shit about the Monti government: will put the tax on the possession of pets! but crazy stuff....
[ ] i miei vestiti[xxx] la mia vita[xxx] la macchina dei miei[ ] la mia scuola [xx] mie scarpe,train,[ ] i Mine clothes[xxx] the Mine life[xxx] the machine of mine[ ] the Mine school [xx] Mine shoes,[ ] my clothes[xxx] my life[xxx] my car[ ] my school [xx] my shoes,1,[ ] i Mine clothes[xxx] the Mine life[xxx] the machine of mine[ ] the Mine school [xx] Mine shoes,[ ] my clothes[xxx] my life[xxx] my car[ ] my school [xx] my shoes
"Mario Monti: ""L'Italia si riscatti, non siamo noi i deboli"": ROMA ""Intendo adempiere a questo compito con sens... http",train,"Mario Mountains: ""Italy Yes Redeemed, not We're us i weak"": ROME ""I mean fulfilling a this task with sens... http","Mario Monti: ""Italy redeems itself, we are not the weak"": ROME ""I intend to carry out this task with sense... http",2,"Mario Mountains: ""Italy Yes Redeemed, not We're us i weak"": ROME ""I mean fulfilling a this task with sens... http","Mario Monti: ""Italy redeems itself, we are not the weak"": ROME ""I intend to carry out this task with sense... http"
-_- lo odio,train,-_- I Hate,-_- I hate him,0,-_- I Hate,-_- I hate him
RT @user: #Onfray e #Escobar su #Camus e la lezione appresa da #Nietzsche  @user copertina @user,train,RT @user: Onfray and Escobar on #Camus and the lesson learned from #Nietzsche @user cover @user,RT @user: #Onfray and #Escobar on #Camus and the lesson learned by #Nietzsche @user cover @user,1,RT @user: Onfray and Escobar on #Camus and the lesson learned from #Nietzsche @user cover @user,RT @user: #Onfray and #Escobar on #Camus and the lesson learned by #Nietzsche @user cover @user
Mario Monti sereno e molto determinato ad andare avanti. http,train,"Mario Mountains serene and a lot determined a go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go. Come on. http",Mario Monti is serene and very determined to move on. http: / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /,2,Mario Mountains serene and a lot determined a go. Come on. http,Mario Monti is serene and very determined to move on. http: /
@user ...continuano a corrermi brividi lungo la schiena....il governo Monti non mi tranquillizza nemmeno un poco.,train,@user ...continue a Run! Run! Run! Run! chills long the back....the Government Mountains not mi tranquillity not even a Not much.,@user ...they keep freaking me out along my back .... the Monti government does not calm me even a little.,0,@user ...continue a Run! chills long the back....the Government Mountains not mi tranquillity not even a Not much.,@user ...they keep freaking me out along my back .... the Monti government does not calm me even a little.
"Orari dei negozi, a che ora si fa la spesa in Europa? Tra le rivoluzioni previste dalle riforme del governo Monti... http",train,"Hours of shops, a that time Yes ago the expenditure in Europe? Between i revolutions planned from reforms of Government Monti... http","Shopping hours, what time is shopping in Europe? Among the revolutions foreseen by the reforms of the Monti government... http",1,"Hours of shops, a that time Yes ago the expenditure in Europe? Between i revolutions planned from reforms of Government Monti... http","Shopping hours, what time is shopping in Europe? Among the revolutions foreseen by the reforms of the Monti government... http"
"@user #Grillo non ha bisogno della tv ne dei \"" giornalisti \"", se vuoi fare le domande vai in piazza come tutti ;)",train,"@user #Cricket not ha need of the tv It may harm them, even if they do not. of \"" journalists \', if You want do i applications Go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go. in square as all ;)","@user #Grillo doesn't need TV \"" journalists \"" if you want to ask questions go to the square like everyone else;)",2,"@user #Cricket not ha need of the tv It may harm them, even if they do not. of \"" journalists \', if You want do i applications Go. in square as all ;)","@user #Grillo doesn't need TV \"" journalists \"" if you want to ask questions go to the square like everyone else;)"
Mario Monti .... DOMANDA: chi gli ha dato il diritto di cedere le nostre sovranità all'Europa? VIDEO INTEGRALE: http,train,Mario Mountains . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . QUESTION: who the ha given on law of yield i ours sovereignty Europe? VIDEO INTEGRAL: http,Mario Monti .... QUESTION: who gave him the right to surrender our sovereignty to Europe? INTEGRAL VIDEO: http,0,Mario Mountains . QUESTION: who the ha given on law of yield i ours sovereignty Europe? VIDEO INTEGRAL: http,Mario Monti .... QUESTION: who gave him the right to surrender our sovereignty to Europe? INTEGRAL VIDEO: http
"Il governo Monti subito al lavoro, tra i ministri nessun politico. Oggi la fiducia al Senato.. http",train,"The Government Mountains Right away. to work, between i Ministers none President. - I call the Group of the European People's Party (Christian Democrats). Today the confidence to Senate... http","The Monti government immediately to work, among the ministers no politician. Today confidence in the Senate. http",1,"The Government Mountains Right away. to work, between i Ministers none President. - I call the Group of the European People's Party (Christian Democrats). Today the confidence to Senate... http","The Monti government immediately to work, among the ministers no politician. Today confidence in the Senate. http"
@user hai dimostrato che tieni a questa maglia ..grande !!!,train,@user you have demonstrated that Here. a this Knit ..great !!!,@user you have proven that you hold on to this ..great jersey!!! @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user !,2,@user you have demonstrated that Here. a this Knit ..great !!!,@user you have proven that you hold on to this ..great jersey!!! @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user !
"#Bossi: ""Il #governo #Monti fa schifo"". E #Berlusconi si dimise perché ""ricattato"" http",train,"#Bossi: ""The #government #Mountains ago That's disgusting."" And #Berlusconi Yes quit why ""recipeable' http","#Bossi: ""The #government #Monti sucks"" And #Berlusconi resigned because ""reciped"" http",0,"#Bossi: ""The #government #Mountains ago That's disgusting."" And #Berlusconi Yes quit why ""recipeable' http","#Bossi: ""The #government #Monti sucks"" And #Berlusconi resigned because ""reciped"" http"
"@user directioner e basta, loro sono le mie uniche ragioni di vita. Non amo far parte di piu' fandom, mi tengo -",train,"@user directioner and Stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop, stop. They are i Mine unique reasons of Life. No amo do part of plus fandom, mi I've got it. -","@user directioner, these are my only reasons for life. I don't like being part of more fandom, I keep--",1,"@user directioner and Stop. They are i Mine unique reasons of Life. No amo do part of plus fandom, mi I've got it. -","@user directioner, these are my only reasons for life. I don't like being part of more fandom, I keep--"
help meeeeeee sto scoppiando ...e deve ancora arrivare la pasta...  8-X!!!,train,help Meeeeeee I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... I'm... bursting ...and must again arrive the pasta... 8-X!!!,help meeeeee I'm bursting ... and the pasta still has to arrive ... 8-X!!!,2,help Meeeeeee I'm... bursting ...and must again arrive the pasta... 8-X!!!,help meeeeee I'm bursting ... and the pasta still has to arrive ... 8-X!!!
Vorrei che tutti i quintali di pasta al forno che gli ora stiamo mangiando siano goduti alla faccia di Mario Monti e della Bce #wl'Ungheria,train,I'd like to. that all i quintals of pasta to oven that the time We're eating are Enjoyed to face of Mario Mountains and of the Bce #wl Hungary,I would like all the quintals of baked pasta that we are now eating to be enjoyed to the face of Mario Monti and the Bce #wl'Hungary,0,I'd like to. that all i quintals of pasta to oven that the time We're eating are Enjoyed to face of Mario Mountains and of the Bce #wl Hungary,I would like all the quintals of baked pasta that we are now eating to be enjoyed to the face of Mario Monti and the Bce #wl'Hungary
